#Position (bp)	Coverage
3865969.5	1.0954562749985839E-4
1.15979075E7	6.466684031868854E-5
1.93298455E7	1.280403438310033E-5
2.70617835E7	1.2933368063737708E-5
3.47937215E7	4.0248641414351746E-4
4.25256595E7	4.7646527946809713E-4
5.02575975E7	0.003042445503313658
5.79895355E7	0.0
6.57214735E7	1.2933368063737708E-5
7.34534115E7	0.0
8.11853495E7	0.0
8.89172875E7	1.2933368063737708E-5
9.66492255E7	0.0
1.043811635E8	0.0
1.121131015E8	3.2747287937383876E-4
1.198450395E8	0.0012034498983307937
1.275769775E8	0.0
1.353089155E8	0.0
1.430408535E8	0.0
1.507727915E8	1.2933368063737708E-5
1.585047295E8	1.6166710079672133E-4
1.662366675E8	3.880010419121312E-5
1.739686055E8	1.1122696534814428E-5
1.817005435E8	2.4056064598552136E-5
1.894324815E8	0.0
1.971644195E8	0.0
2.048963575E8	0.001334594250497094
2.126282955E8	1.2933368063737708E-5
2.203602335E8	0.0
2.280921715E8	3.349742328508066E-4
2.358241095E8	1.2933368063737708E-5
2.435560475E8	0.0
2.481892195E8	0.0
2.520551885E8	1.61354552102353E-5
2.590199235E8	0.0
2.667518615E8	0.0
2.744837995E8	0.003369918382687497
2.822157375E8	1.2286699660550822E-5
2.899476755E8	1.2933368063737708E-5
2.976796135E8	0.0
3.054115515E8	0.0
3.131434895E8	0.0
3.208754275E8	1.1122696534814428E-5
3.286073655E8	0.0
3.363393035E8	1.2933368063737708E-5
3.440712415E8	0.0
3.518031795E8	1.2933368063737708E-5
3.595351175E8	0.0
3.672670555E8	0.0
3.749989935E8	0.0
3.827309315E8	0.0
3.904628695E8	0.0
3.981948075E8	3.4790760091454435E-5
4.059267455E8	1.2933368063737708E-5
4.136586835E8	0.0
4.213906215E8	5.487628069443909E-4
4.291225595E8	0.0
4.368544975E8	2.9707946442405515E-4
4.445864355E8	2.538820150911712E-4
4.523183735E8	9.159411262739044E-4
4.600503115E8	0.0036358284300779444
4.677822495E8	3.880010419121312E-5
4.755141875E8	1.2933368063737708E-5
4.832461255E8	1.2933368063737708E-5
4.89131023E8	4.9531224112196144E-5
4.92996992E8	0.0
4.987100015E8	0.0
5.064419395E8	0.0
5.141738775E8	4.1774778845872795E-5
5.219058155E8	0.0
5.296377535E8	0.0
5.373696915E8	3.880010419121312E-5
5.451016295E8	2.5478735085563283E-5
5.528335675E8	1.2933368063737708E-5
5.605655055E8	1.1252030215451806E-5
5.682974435E8	0.0
5.760293815E8	0.0
5.837613195E8	0.0
5.914932575E8	1.2933368063737708E-5
5.992251955E8	1.2933368063737708E-5
6.069571335E8	1.2933368063737708E-5
6.146890715E8	0.0038087475610901174
6.224210095E8	3.6368630995230433E-4
6.301529475E8	0.0
6.378848855E8	3.087194956814191E-4
6.456168235E8	2.9876080227234103E-4
6.533487615E8	0.0
6.610806995E8	0.0
6.688126375E8	0.0
6.765445755E8	4.992280072602755E-5
6.842765135E8	4.049437540756276E-4
6.887939965E8	0.0
6.926599655E8	1.399926270549751E-5
6.997403895E8	2.64099375861524E-4
7.074723275E8	0.0
7.152042655E8	0.0
7.229362035E8	0.0
7.306681415E8	8.283822244824001E-4
7.384000795E8	1.2933368063737708E-5
7.461320175E8	2.26721942157322E-4
7.538639555E8	0.0
7.615958935E8	0.0
7.693278315E8	3.867077051057575E-5
7.770597695E8	0.0
7.847917075E8	0.0
7.925236455E8	0.0
8.002555835E8	2.4056064598552136E-5
8.079875215E8	1.4019770981091675E-4
8.157194595E8	0.0
8.234513975E8	0.0
8.311833355E8	0.0
8.389152735E8	1.1252030215451806E-5
8.466472115E8	0.0
8.543791495E8	1.2933368063737708E-5
8.621110875E8	0.0
8.698430255E8	0.0
8.7668453E8	0.0
8.80550499E8	0.0
8.853069015E8	0.0
8.930388395E8	1.280403438310033E-5
9.007707775E8	0.0
9.085027155E8	1.2933368063737708E-5
9.162346535E8	2.4056064598552136E-5
9.239665915E8	8.74295681108669E-5
9.316985295E8	0.0
9.394304675E8	0.0
9.471624055E8	2.4444065640464267E-5
9.548943435E8	8.12215514402728E-5
9.626262815E8	1.906378452594938E-4
9.703582195E8	0.0
9.780901575E8	0.0
9.858220955E8	1.1122696534814428E-5
9.935540335E8	2.418539827918951E-5
1.0012859715E9	0.0
1.0090179095E9	0.0
1.0167498475E9	2.560806876620066E-5
1.0244817855E9	5.754055451556906E-4
1.0322137235E9	2.4056064598552136E-5
1.0399456615E9	3.3924224431184003E-4
1.0476775995E9	1.4356038550748855E-4
1.0554095375E9	3.581249616848971E-4
1.0602369155E9	3.276441140035094E-4
1.0641028845E9	1.7214311289833918E-5
1.0708734135E9	0.0
1.0786053515E9	1.280403438310033E-5
1.0863372895E9	1.2933368063737708E-5
1.0940692275E9	0.0022549327219126693
1.1018011655E9	1.1252030215451806E-5
1.1095331035E9	0.0
1.1172650415E9	0.0
1.1249969795E9	8.45842271368446E-5
1.1327289175E9	0.0
1.1404608555E9	0.0
1.1481927935E9	1.280403438310033E-5
1.1559247315E9	0.0
1.1636566695E9	3.8838904295404337E-4
1.1713886075E9	1.1252030215451806E-5
1.1791205455E9	0.0
1.1868524835E9	0.0
1.1945844215E9	3.701529939841732E-4
1.2023163595E9	0.0
1.2100482975E9	0.0
1.2177802355E9	1.0527761603882493E-4
1.2255121735E9	0.0
1.230691223E9	0.0
1.234557192E9	7.129179358988847E-5
1.2409760495E9	9.234424797508722E-5
1.2487079875E9	1.2933368063737708E-5
1.2564399255E9	9.710372742254271E-4
1.2641718635E9	0.0
1.2719038015E9	0.0
1.2796357395E9	5.403561177029614E-4
1.2873676775E9	1.7072045844133773E-4
1.2950996155E9	0.0
1.3028315535E9	1.2933368063737708E-5
1.3105634915E9	1.2674700702462954E-5
1.3182954295E9	0.0
1.3260273675E9	1.2933368063737708E-5
1.3337593055E9	1.2933368063737708E-5
1.3414912435E9	0.0
1.3492231815E9	1.280403438310033E-5
1.3569551195E9	0.0
1.3646870575E9	1.2933368063737708E-5
1.3724189955E9	0.0
1.3801509335E9	1.0993362854177052E-5
1.3876835895E9	2.001807080888006E-4
1.3915495585E9	0.0
1.3956148095E9	0.0
1.4033467475E9	0.0
1.4110786855E9	0.0
1.4188106235E9	5.1086803851763947E-5
1.4265425615E9	0.0
1.4342744995E9	1.2933368063737708E-5
1.4420064375E9	1.2933368063737708E-5
1.4497383755E9	0.0
1.4574703135E9	0.0
1.4652022515E9	0.0
1.4729341895E9	0.0
1.4806661275E9	0.0
1.4883980655E9	1.2933368063737708E-5
1.4961300035E9	2.4508732480782957E-4
1.5038619415E9	0.0
1.5115938795E9	0.0
1.5193258175E9	0.0
1.5270577555E9	1.2933368063737708E-5
1.5337063185E9	1.7968844897962118E-5
1.5375722875E9	0.0
1.5425216315E9	0.0
1.5502535695E9	1.2933368063737708E-5
1.5579855075E9	0.0
1.5657174455E9	0.0
1.5734493835E9	3.880010419121312E-5
1.5811813215E9	0.0
1.5889132595E9	0.0
1.5966451975E9	0.0
1.6043771355E9	0.0
1.6121090735E9	0.0
1.6198410115E9	0.0
1.6275729495E9	0.0
1.6353048875E9	1.2933368063737708E-5
1.6430368255E9	8.208808710054322E-4
1.6507687635E9	1.2933368063737708E-5
1.6585007015E9	5.260000791522126E-4
1.6662326395E9	6.117483094147935E-5
1.672491119E9	4.794127340297984E-4
1.676357088E9	3.288182191761763E-4
1.6816965155E9	1.2933368063737708E-5
1.6894284535E9	1.2933368063737708E-5
1.6971603915E9	1.2933368063737708E-5
1.7048923295E9	0.0
1.7126242675E9	0.0
1.7203562055E9	0.0
1.7280881435E9	1.2933368063737708E-5
1.7358200815E9	0.0
1.7435520195E9	3.737743370420197E-5
1.7512839575E9	0.0
1.7590158955E9	1.2933368063737708E-5
1.7667478335E9	2.5866736127475415E-5
1.7744797715E9	5.0052134406664924E-5
1.7822117095E9	0.0
1.7899436475E9	0.0
1.7976755855E9	5.7812155244907554E-5
1.805111303E9	1.4006588979587777E-5
1.808977272E9	3.375863588104132E-4
1.8131394615E9	8.587756394321838E-5
1.8208713995E9	7.553086949222821E-5
1.8286033375E9	2.4948466994950035E-4
1.8363352755E9	0.0
1.8440672135E9	1.1122696534814428E-5
1.8517991515E9	2.5866736127475415E-5
1.8595310895E9	0.0
1.8672630275E9	3.867077051057575E-5
1.8749949655E9	3.520462786949404E-4
1.8827269035E9	2.5866736127475415E-5
1.8904588415E9	0.0
1.8981907795E9	5.377694440902138E-4
1.9059227175E9	1.2933368063737708E-5
1.9136546555E9	3.682129887746125E-4
1.9213865935E9	0.0
1.9291185315E9	1.2933368063737708E-5
1.9368504695E9	3.6122897002019416E-4
1.942242056E9	0.0
1.946108025E9	0.0
1.9523143455E9	0.0012502686907215242
1.9600462835E9	3.472609325113574E-4
1.9677782215E9	1.2933368063737708E-5
1.9755101595E9	0.0
1.9832420975E9	2.5866736127475415E-5
1.9909740355E9	2.479326657818518E-4
1.9987059735E9	0.0011104589819525194
2.0064379115E9	0.0
2.0141698495E9	3.255328741642781E-4
2.0219017875E9	1.2933368063737708E-5
2.0296337255E9	0.0
2.0373656635E9	1.2933368063737708E-5
2.0450976015E9	2.565980223845561E-4
2.0528295395E9	1.652884438545679E-4
2.0605614775E9	1.7977381608595412E-4
2.0682934155E9	3.423462526471371E-4
2.0746011835E9	0.0
2.0784671525E9	0.0
2.0837572915E9	0.0
2.0914892295E9	0.0
2.0992211675E9	0.0
2.1069531055E9	0.002241482019126382
2.1146850435E9	3.075554925556827E-4
2.1224169815E9	1.2674700702462954E-5
2.1301489195E9	0.0
2.1378808575E9	0.0
2.1456127955E9	0.0
2.1533447335E9	0.0
2.1610766715E9	0.0
2.1688086095E9	0.0
2.1765405475E9	0.0
2.1842724855E9	0.0
2.1897728825E9	3.059174218748088E-5
2.1936388515E9	0.0
2.1997363615E9	0.0
2.2074682995E9	0.0
2.2152002375E9	0.0
2.2229321755E9	3.005714738012643E-4
2.2306641135E9	1.2933368063737708E-5
2.2383960515E9	0.0
2.2461279895E9	0.0032611487572714627
2.2538599275E9	1.2933368063737708E-5
2.2615918655E9	0.0
2.2693238035E9	1.280403438310033E-5
2.2770557415E9	0.0
2.2847876795E9	1.2933368063737708E-5
2.2925196175E9	6.660684552824919E-5
2.2974183075E9	0.0
2.3012842765E9	0.0
2.3079834935E9	0.0
2.3157154315E9	0.0
2.3234473695E9	0.0
2.3311793075E9	0.0
2.3389112455E9	1.2933368063737708E-5
2.3466431835E9	0.0
2.3543751215E9	0.0
2.3621070595E9	2.5866736127475415E-5
2.3698389975E9	1.2933368063737708E-5
2.3775709355E9	5.4061478506423615E-5
2.3853028735E9	9.644412565129208E-4
2.3930348115E9	9.260291533636198E-5
2.398671499E9	0.0
2.402537468E9	4.4147465899662114E-5
2.4084986875E9	1.2933368063737708E-5
2.4162306255E9	1.652884438545679E-4
2.4239625635E9	5.147480489367607E-5
2.4316945015E9	2.5866736127475415E-5
2.4394264395E9	0.0
2.4471583775E9	0.0
2.4548903155E9	8.898157227851542E-5
2.4626222535E9	0.0
2.4703541915E9	2.4056064598552136E-5
2.4780861295E9	2.635820411389745E-4
2.4858180675E9	2.6914338940638166E-4
2.4902322995E9	9.119710795731246E-5
2.4940982685E9	6.254321510103667E-5
2.5012819435E9	0.0
2.5090138815E9	0.0
2.5167458195E9	5.173347225495083E-5
2.5244777575E9	0.0
2.5322096955E9	0.002073089566936517
2.5399416335E9	3.323875592380591E-4
2.5476735715E9	5.173347225495083E-5
2.5554055095E9	0.0
2.5631374475E9	2.7198873038040397E-4
2.57052071E9	4.358464825298202E-4
2.574386679E9	0.0
2.5786013235E9	0.0
2.5863332615E9	0.0
2.5940651995E9	0.0
2.6017971375E9	0.0
2.6095290755E9	0.0
2.6172610135E9	0.0
2.6249929515E9	1.2829901119227805E-4
2.6327248895E9	0.0
2.6404568275E9	0.0
2.6481887655E9	0.0
2.6532330115E9	0.0
2.6570989805E9	2.7960793126593375E-4
2.6636526415E9	5.640241812596014E-4
2.6713845795E9	8.924023963979018E-4
2.6791165175E9	0.0
2.6868484555E9	0.0
2.6945803935E9	0.0
2.7023123315E9	6.608951080569968E-5
2.7096036025E9	1.4597253030535702E-5
2.7134695715E9	0.0
2.7177762075E9	1.2933368063737708E-5
2.7255081455E9	0.0
2.7332400835E9	0.0
2.7409720215E9	1.2933368063737708E-5
2.7487039595E9	2.5866736127475415E-5
2.7564358975E9	2.5866736127475415E-5
2.7641678355E9	2.5866736127475415E-5
2.7718997735E9	1.2933368063737708E-5
2.776619407E9	1.1655632862793288E-4
2.780485376E9	0.0
2.7873636495E9	4.992280072602755E-5
2.7950955875E9	1.2933368063737708E-5
2.8028275255E9	0.003536241495987164
2.8105594635E9	2.8000741857992135E-4
2.8182914015E9	0.0
2.8231702125E9	0.0
2.8270361815E9	0.0
2.8337552775E9	0.0
2.8414872155E9	0.0
2.8492191535E9	1.2933368063737708E-5
2.8569510915E9	1.766698077506571E-4
2.8646830295E9	1.2933368063737708E-4
2.8717752605E9	1.456794271512977E-5
2.8756412295E9	0.0
2.8801469055E9	0.0
2.8878788435E9	1.1122696534814428E-5
2.8956107815E9	1.2933368063737708E-5
2.9033427195E9	0.0
2.9110746575E9	0.0011539150986466782
2.9188065955E9	0.0
2.9265385335E9	1.01526939300341E-4
2.9342704715E9	1.1252030215451806E-5
